%Baseline
maxvalues: 0.9978716373443604, maxindices: 6, outputs: [3.1923054e-04 8.5906468e-05 1.4727416e-03 5.8402329e-05 6.6353881e-05
 9.9787164e-01 1.2577340e-04], MiddleTime: 9.06, subject:1
maxvalues: 0.9919801950454712, maxindices: 5, outputs: [3.4805210e-04 2.5039995e-03 3.3177598e-04 4.1252426e-03 9.9198020e-01
 3.2376603e-04 3.8702262e-04], MiddleTime: 20.86, subject:1
maxvalues: 0.9956960678100586, maxindices: 1, outputs: [9.9569607e-01 6.4614817e-04 2.0942869e-04 5.0495594e-04 2.1826665e-04
 2.7209148e-04 2.4530634e-03], MiddleTime: 32.46, subject:1
maxvalues: 0.9957785606384277, maxindices: 2, outputs: [9.9589012e-04 9.9577856e-01 5.3645013e-04 6.8778463e-04 4.8345682e-04
 4.6322041e-04 1.0546283e-03], MiddleTime: 79.66, subject:1
maxvalues: 0.9991443157196045, maxindices: 1, outputs: [9.9914432e-01 1.6785419e-04 3.6214224e-05 3.0172378e-04 8.5216765e-05
 1.0478683e-04 1.6000133e-04], MiddleTime: 90.86, subject:1
maxvalues: 0.9996169805526733, maxindices: 2, outputs: [1.2788344e-04 9.9961698e-01 3.6511588e-05 4.7125253e-05 5.4265725e-05
 5.5964654e-05 6.1214785e-05], MiddleTime: 102.46, subject:1
maxvalues: 0.999045193195343, maxindices: 7, outputs: [6.0859351e-05 8.5703978e-05 3.0102849e-04 7.6156437e-05 1.9868158e-04
 2.3232281e-04 9.9904519e-01], MiddleTime: 106.46, subject:1
maxvalues: 0.9997500777244568, maxindices: 1, outputs: [9.9975008e-01 5.6694404e-05 1.0057493e-05 4.9070582e-05 1.8930143e-05
 1.9806086e-05 9.5315867e-05], MiddleTime: 4.78, subject:2
maxvalues: 0.9978612065315247, maxindices: 4, outputs: [1.06634041e-04 1.81587748e-04 1.09029104e-04 9.97861207e-01
 1.36732846e-03 2.52052152e-04 1.22189274e-04], MiddleTime: 32.58, subject:2
maxvalues: 0.9992085099220276, maxindices: 2, outputs: [2.2647351e-04 9.9920851e-01 4.9132526e-05 5.6693530e-05 3.4113563e-04
 4.1606432e-05 7.6452772e-05], MiddleTime: 39.58, subject:2
maxvalues: 0.9981830716133118, maxindices: 1, outputs: [9.9818307e-01 1.9730917e-04 1.2183916e-04 7.0575648e-04 8.5272681e-05
 1.6179286e-04 5.4490234e-04], MiddleTime: 46.78, subject:2
maxvalues: 0.9893131852149963, maxindices: 2, outputs: [5.1748231e-03 9.8931319e-01 5.8117323e-04 1.9942615e-03 5.2099436e-04
 7.9053163e-04 1.6250020e-03], MiddleTime: 50.78, subject:2
maxvalues: 0.9926562309265137, maxindices: 1, outputs: [9.9265623e-01 1.7024578e-03 2.1603049e-04 4.6610323e-04 2.2664978e-03
 1.7369831e-03 9.5588021e-04], MiddleTime: 56.18, subject:2
maxvalues: 0.9978744983673096, maxindices: 4, outputs: [1.6253702e-04 2.3685562e-04 2.4152511e-04 9.9787450e-01 9.5855613e-04
 2.8032318e-04 2.4566994e-04], MiddleTime: 66.58, subject:2
maxvalues: 0.9973728656768799, maxindices: 2, outputs: [8.9314225e-04 9.9737287e-01 1.7882734e-04 3.9356746e-04 4.2005981e-04
 2.0613409e-04 5.3534796e-04], MiddleTime: 72.18, subject:2
maxvalues: 0.9977967739105225, maxindices: 1, outputs: [9.9779677e-01 5.5179524e-04 1.3516896e-04 5.4897059e-04 1.0069977e-04
 3.4476040e-04 5.2176678e-04], MiddleTime: 77.78, subject:2
maxvalues: 0.9982503056526184, maxindices: 1, outputs: [9.9825031e-01 4.6968058e-04 1.0549970e-04 2.4599838e-04 2.9292118e-04
 2.2727383e-04 4.0823765e-04], MiddleTime: 91.58, subject:2
maxvalues: 0.9951913356781006, maxindices: 4, outputs: [3.4102093e-04 4.5561563e-04 5.5591989e-04 9.9519134e-01 2.4286492e-03
 5.3976109e-04 4.8777729e-04], MiddleTime: 103.98, subject:2
maxvalues: 0.9924813508987427, maxindices: 4, outputs: [1.2446971e-03 4.7073149e-04 3.9336999e-04 9.9248135e-01 4.5584328e-03
 3.8463963e-04 4.6672631e-04], MiddleTime: 105.58, subject:2
maxvalues: 0.999500036239624, maxindices: 2, outputs: [1.8652594e-04 9.9950004e-01 2.5454221e-05 4.4010241e-05 1.4312356e-04
 3.7652535e-05 6.3240048e-05], MiddleTime: 114.98, subject:2
maxvalues: 0.9981598258018494, maxindices: 1, outputs: [9.9815983e-01 5.9420057e-04 5.9279606e-05 4.8585798e-04 5.1319301e-05
 1.6795847e-04 4.8166155e-04], MiddleTime: 117.78, subject:2
maxvalues: 0.9991410970687866, maxindices: 2, outputs: [1.1076159e-04 9.9914110e-01 8.2534105e-05 6.5884313e-05 4.1009160e-04
 9.5751740e-05 9.3818366e-05], MiddleTime: 7.96, subject:3
maxvalues: 0.9968631267547607, maxindices: 1, outputs: [9.9686313e-01 4.7966634e-04 2.2858105e-04 5.9808529e-04 3.0052199e-04
 6.7718577e-04 8.5286051e-04], MiddleTime: 23.16, subject:3
maxvalues: 0.9991589784622192, maxindices: 2, outputs: [1.1319654e-04 9.9915898e-01 5.2688993e-05 5.6482091e-05 4.4077807e-04
 6.5900575e-05 1.1199326e-04], MiddleTime: 38.76, subject:3
